"","id","museu","gaveta","sp","pop","coletor","id.coletor","localidade","municipio","uf","lon","lat","alt","xy.original","ano","mes","dia","morte","pele","cranio","esqueleto","sexo","dentes","classe","idade","peso","peso.morto","compr.total","compr.corpo","compr.cauda","tarso.c.unha","tarso.s.unha","orelha.int","orelha.ext","medido","gls","cb","nas","bbc","zb","poc","ic","lbasi","bps","bam","can","pl","max","sm","mad","alpcor","larcon","size","shape","nas.gls","can.bam","pl.cb","bam.pl","sm.max","alpcor.mad","obs","replicas","gls.1","cb.1","nas.1","bbc.1","zb.1","poc.1","ic.1","lbasi.1","bps.1","bam.1","can.1","pl.1","max.1","sm.1","mad.1","alpcor.1","larcon.1","gls.2","cb.2","nas.2","bbc.2","zb.2","poc.2","ic.2","lbasi.2","bps.2","bam.2","can.2","pl.2","max.2","sm.2","mad.2","alpcor.2","larcon.2","gls.3","cb.3","nas.3","bbc.3","zb.3","poc.3","ic.3","lbasi.3","bps.3","bam.3","can.3","pl.3","max.3","sm.3","mad.3","alpcor.3","larcon.3","gls.4","cb.4","nas.4","bbc.4","zb.4","poc.4","ic.4","lbasi.4","bps.4","bam.4","can.4","pl.4","max.4","sm.4","mad.4","alpcor.4","larcon.4"
"664","1102","UFMG","GAV01","Marmosops incanus","Grão Mogol","Dália Rizel Wieloch","DRW 71","Fazenda Curral Velho; 28 km E Grão Mogol","Grão Mogol","MG","-42.889722","-16.559444","",TRUE,1989,12,2,"","ok","ok","","female","p3m4 (gastos)",7,"adulto","","58.2","304",NA,"168",17,16,"27.1","",TRUE,-1.77070942721355,-1.66001186828932,-1.0610066173311,-0.139758459701845,0.848153119917527,0.174499594325092,-0.331774927247625,0.28885229916915,NA,0.201637997870552,-0.0327830520512702,NA,-0.82575375267561,-0.395659937243807,-1.64687356880151,NA,-0.109436347241056,27.6442145846106,0.550456253354804,0.480570975416336,0.497071129707113,NA,NA,0.460688758934373,NA,"lactando",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","MN34427","MNHN","14,05.4","Marmosops incanus","","Dália Rizel Wieloch","DRW 31","Foz do Rio Itacambiruçu, margem esquerda do Rio Jequitinhonha","Grão Mogol","MG","","","",NA,1989,5,12,"","ok","","","female","",NA,"adulto","48.3","","325",150,"175",19,18,"26","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Município de Itacambiruçu segundo a guia da bandeja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","MN34398","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira, C. A. Caetano","JAO 131","Mata da Agroceres, Mocambinho","Jaíba","MG","-43.995556","-15.071667","",FALSE,1992,6,26,"","ok","ok","ok","female","p3m4",6,"adulto","24","","257",109,"148",18,17,"24","",TRUE,-0.318195851756109,0.0910485654922155,-0.968166123749169,0.192209438349176,0.023701889748633,-0.632680736960014,-0.225929277323154,-0.162541573070699,0.0850307366596184,0.119541692560514,0.161011650373347,0.217852555344791,0.182963524902833,-0.0827634003294015,0.105054216764827,0.126118285084589,-0.0386442888544551,23.3097619035459,0.501062860613422,0.431797919762259,0.461682242990654,0.587610081992105,0.55297157622739,0.474982864976011,0.387555917039447,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","MN46598","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira","JAO 187","Mata da Agroceres, Mocambinho","Jaíba","MG","-43.995556","-15.071667","",FALSE,1992,10,4,"","","ok","ok","male","p3m4 (gastos)",7,"adulto","","","",NA,"185",NA,NA,"28","",TRUE,-1.77656951255155,-1.46310472745096,-1.92188869617853,-0.455891259815537,0.661110663642138,-0.0015706194967029,-0.326208988009897,0.0081481803468666,-0.152576402752546,0.641493312493028,0.146452083567619,-1.29314703885985,-0.826256741697073,-0.5522853409858,-0.8858446992,-0.191598330983329,-0.12102966173099,31.0962698727677,0.540425531914894,0.479792011344836,0.530780780780781,0.556501182033097,0.565845369583687,0.434343434343434,0.411654135338346,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",TRUE,42.31,42.3,20.3,13.95,22.86,5.95,8.46,13.94,7.23,13.32,7.07,23.54,16.83,7.31,31.92,13.14,1.4,42.32,42.31,20.25,13.86,22.85,5.77,8.73,13.9,6.97,12.99,7.02,23.76,16.83,7.32,31.76,13.02,1.48,42.33,42.31,20.24,13.79,22.86,5.79,9.14,13.94,7.39,12.89,7.02,23.76,16.81,7.31,31.87,12.91,1.44,42.32,42.27,20.18,13.88,22.84,5.76,8.62,13.86,7.09,12.98,7,23.76,16.8,7.23,31.91,12.75,1.37
"685","MN34402","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira","JAO 133","Mocambinho","Jaíba","MG","-43.995556","-15.071667","",FALSE,1992,6,26,"","","ok","ok","male","p3m4 (gastos)",7,"adulto","","","",NA,"",NA,NA,"","",TRUE,-1.24579085893223,-1.20136441435965,-1.1317448432175,-0.859738362516472,0.496727909449621,0.431721073768962,-0.284479074825871,0.0240688906648163,-0.281241949795298,0.0275847789647283,0.22624964235589,-1.26460800697346,-1.22594219879369,-0.637242903768081,-0.681831226161215,0.0169018832268399,0.018280993562269,32.1499424571802,0.532924613987284,0.497624971725854,0.572748267898383,0.552679382379655,0.533689400164339,0.435091879075282,0.417443609022556,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","MN34401","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira, C. A. Caetano","JAO 135","Mocambinho","Jaíba","MG","-43.995556","-15.071667","",FALSE,1992,6,26,"","","ok","ok","male","p3m4 (gastos)",7,"adulto","","","",NA,"",NA,NA,"","",TRUE,0.555006318117648,0.36398871089127,-0.0520729823730584,-1.25827274668821,-0.275626434305185,0.0369617692370747,-0.455871823559123,-0.0232640862635378,-0.128771990861456,0.210009764427159,0.277595901428976,-0.101103824412466,0.00728814754781482,0.0857032217200597,0.0641937545324112,-0.299725927104763,-0.16152068494866,30.6564185775181,0.496437600551597,0.494440662582255,0.554424432263117,0.561020455067801,0.523146251536256,0.451945080091533,0.39537037037037,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","MN34428","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira","JAO 136","Mocambinho","Jaíba","MG","-43.995556","-15.071667","",FALSE,1992,6,26,"","","ok","ok","male","p3m4 (gastos)",7,"adulto","","","",NA,"",NA,NA,"","",TRUE,-1.8527916989479,-1.72585277594969,-1.62190599886794,-1.13542364247126,0.824957527051875,-0.0972635774245072,-0.68908675819322,-0.0283221899007984,NA,0.274876559934468,0.0752308422747898,-1.01180490391098,-0.879332268624538,-0.283736894413249,-0.70058221095637,-0.645965165356538,0.0495694405940521,30.1929991885536,0.548442482217317,0.482708231855821,0.531077891424075,0.568064753495217,0.548791018998273,0.45609756097561,0.392742453436095,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","MN46601","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira","JAO 137","Mocambinho","Jaíba","MG","-43.995556","-15.071667","",FALSE,1992,6,27,"7/jul/1998","","ok","parcial","female","",NA,"adulto","29","","253",105,"148",19.5,19,"26","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crânio destruído. Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","MN33841","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira","JAO 139","Mocambinho, Manga","Jaíba","MG","-43.995556","-15.071667","",FALSE,NA,NA,NA,"","","ok","ok","male","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,-2.04934031047886,-2.59698370880882,-1.88424840789824,-0.245375267476247,1.29527903850829,0.227068049778416,-0.0962637524513461,-0.182632675214002,-0.469492989348384,0.0606828719814025,-0.21326788409854,-2.04948488819328,-1.09007751002958,-0.722367968996859,-1.44075799094666,-0.599511488766018,0.191217866314165,30.9137121679037,0.571009533121486,0.482775119617225,0.524822695035461,0.553654363236373,0.560264900662252,0.431776834445118,0.405518126403593,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","MN29006","MNHN","14,05.4","Marmosops incanus","Mocambinho","","MBII 05","Mocambinho, Manga","Jaíba","MG","-43.995556","-15.071667","",FALSE,NA,NA,NA,"","ok","ok","ok","male","p3m4",6,"adulto","46","","",116,"[80]",20,NA,"29","15",TRUE,1.01694941245002,1.38443323311729,1.03038842293379,-0.886402280187314,-0.670400308249683,-0.680167193009657,-0.230146280324401,-0.0847763191126578,0.114050370305883,0.687795169652786,0.25126969205537,0.832104279156265,0.675822231769757,0.0385518619814347,1.28565240188205,-0.183536998535461,0.129241920977968,26.3224049053273,0.468660598179454,0.491773778920309,0.485099337748344,0.576592977893368,0.544880469102391,0.451652386780906,0.370472576750604,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","MN29008","MNHN","14,05.4","Marmosops incanus","Mocambinho","J. A. Oliveira, Milene M. Martins","MBII 07","Mocambinho, Mata da Agreceres, Manga","Jaíba","MG","-43.995556","-15.071667","",FALSE,1990,7,8,"","ok","ok","ok","male","p3m4",6,"adulto","43","","291",115,"176",23,NA,"28","",TRUE,0.169574429329465,0.495856942597229,-0.0434104887328601,-0.484763918086475,-0.253009144241211,-0.133580103281,-0.269072226954443,0.497881271938885,-0.289910575850839,0.400517282749943,0.23161358457476,0.340599471397457,0.109682362167931,-0.0648860870844921,0.11018630619165,-0.514369897780332,0.0425311932923911,26.7205464015989,0.491343126967471,0.477054705729842,0.5,0.576337880377754,0.541647701411015,0.45922208281054,0.37570821529745,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","MN29024","MNHN","14,06,1","Marmosops incanus","Mocambinho","J. A. Oliveira, Milene M. Martins","MBII 23","Mocambinho, Mata da Agreceres, Manga","Jaíba","MG","-43.995556","-15.071667","",FALSE,1990,7,10,"","ok","ok","ok","female","p3m4 (p3 quase eclodido)",5,"adulto","","","240",100,"140",17,17,"26","",TRUE,-0.72937518754906,-0.611464805026635,-0.965854111878066,0.270794743863201,0.385246975855026,-0.662479506156715,0.0369813663074456,0.310036001455421,-0.175206242506586,0.0221056960171264,0.09407587040661,-0.320834571333563,-0.292091896114441,-0.00362699709506664,-0.375456525653853,0.0583599283867748,-0.0430261603731235,23.2260198914924,0.523201494861414,0.436462420766677,0.458412098298677,0.583930239800685,0.564266666666667,0.497159090909091,0.392173189009159,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","MN34395","MNHN","14,06,1","Marmosops incanus","Jaíba","J. A. Oliveira, L. M. Pessôa, C. A. Caetano","JAO 163","Parque Florestal de Jaíba","Jaíba","MG","-43.760278","-15.068681","",FALSE,1992,8,24,"","ok","ok","ok","male","p3m4 (gastos)",7,"adulto","85","","358",156,"202",19,NA,"29","",TRUE,-0.600003825637202,-0.23258147891034,NA,-0.870047919722435,0.041448694378019,-0.321731755405218,-0.508496213966709,0.0910967495106014,0.120112922145635,0.794247761713729,0.00636160728560853,-0.566130568927075,-0.346411119686458,-0.301598656797593,-0.0757945477554642,-0.567375842523257,-0.280668214919028,29.8984280523241,0.510394265232975,NA,0.501901140684411,0.558900836320191,0.5622060709705,0.441998810232005,0.38664546899841,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",TRUE,41.93,41.85,NA,13.27,21.36,5.77,7.95,13.7,7.22,13.15,6.6,23.39,16.81,7.43,31.45,12.16,1.16,41.95,41.8,NA,13.71,21.34,5.79,7.77,13.68,7.05,12.52,6.52,23.38,16.92,7.46,31.45,11.8,1.37,41.88,41.89,NA,13.37,21.35,5.7,7.83,13.59,7.02,12.53,6.51,23.38,16.8,7.39,31.33,12.03,1.35,41.86,41.82,NA,13.57,21.34,5.67,7.38,13.65,7.35,12.48,6.51,23.33,16.77,7.39,31.42,12.04,1.39
"698","MN34391","MNHN","14,06,1","Marmosops incanus","Jaíba","C. A. Caetano, J. A. Oliveira","JAO 172","Parque Florestal de Jaíba","Jaíba","MG","-43.760278","-15.068681","",FALSE,1992,8,26,"","ok","ok","ok","male","p3m4 (gastos)",7,"adulto","73","","346",149,"197",22,NA,"30","",TRUE,-0.975168674571265,-1.06391445691087,-0.0652354487325226,-0.317491010304618,0.481720302200856,-0.0899860853367143,-0.89905321323934,-0.200760549336076,-0.412732375642008,0.462337481501716,-0.183595830729958,-0.536765518275214,-0.199987715186591,-0.255930199188545,-0.61642907989722,-1.24246474733444,0.0112649213971887,29.5714997928749,0.531558185404339,0.506686117189399,0.496465043205027,0.571499013806706,0.549180327868853,0.442330558858502,0.370418848167539,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","MN34396","MNHN","14,06,1","Marmosops incanus","Jaíba","C. A. Caetano, J. A. Oliveira","JAO 174","Parque Florestal de Jaíba","Jaíba","MG","-43.760278","-15.068681","",FALSE,1992,8,26,"","ok","ok","ok","male","p3m4 (gastos)",7,"adulto","65","","329",137,"192",21,NA,"28","",TRUE,-0.868560966974094,-0.518646780077276,-0.845755020688397,-0.681686969413713,0.208319347253976,0.353685989100149,-0.213970933533695,0.102067183668279,-0.288956372916273,0.365073351857781,0.172526008536665,-0.671738322909775,-0.363447657239149,-0.444085832668954,-0.380675775946315,-0.646530818657446,-0.0507059343058582,29.004649627258,0.517737534110642,0.48320987654321,0.522435897435897,0.561399156536839,0.551480335837384,0.437880633373934,0.385226896323286,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","MN33839","MNHN","14,06,1","Marmosops incanus","Jaíba","J. A. Oliveira, C. A. Caetano","JAO 179","Parque Florestal de Jaíba","Jaíba","MG","-43.760278","-15.068681","",FALSE,1992,8,27,"","ok","ok","ok","male","p3m4",6,"adulto","76","","361",158,"203",22,21,"28","",TRUE,-0.641517777132265,-0.582009290079363,-0.686358779207712,-0.17978864090866,0.230341552625788,-0.0393193422915088,-0.677230990497725,-0.229255572513146,-0.0539082409020182,0.0438295319788615,-0.0216273275729657,-0.768365448852176,-0.286703255855446,-0.00722784103346719,-0.421191207779419,-0.712229886892503,0.156616148236879,29.4917361306519,0.519179086244808,0.487185686653772,0.525630593978845,0.559247495724408,0.536915683704674,0.459880239520958,0.385066840560809,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","MN46600","MNHN","14,06,1","Marmosops incanus","Jaíba","J. A. Oliveira, C. A. Caetano","JAO 181","Parque Florestal de Jaíba","Jaíba","MG","-43.760278","-15.068681","",FALSE,1992,8,27,"","","ok","ok","female","p3m4",6,"adulto","43","","280",121,"159",16,15,"25","",TRUE,-1.17707150469953,-1.12981671372028,-0.228410065021379,-0.239786102428969,0.585934521787298,-0.237293850373675,-0.703626772746856,-0.0474793257514126,0.00791739809487702,0.415123842066432,0.077430705049724,-0.481018834709374,-0.665749168913001,-0.192775314671501,-0.763243063436828,0.827858007167592,0.096127480261299,26.5178845310104,0.536315934824634,0.488095238095238,0.48397976391231,0.579950289975145,0.564761904761905,0.475464190981432,0.43646408839779,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","MN34397","MNHN","14,06,1","Marmosops incanus","Jaíba","J. A. Oliveira, L. M. Pessôa, C. A. Caetano","JAO 161","Parque Florestal de Jaíba, Mocambinho","Jaíba","MG","-43.760278","-15.068681","",FALSE,1992,8,23,"","ok","ok","ok","female","p3m4",6,"adulto","60","","297",122,"175",18,NA,"28","",TRUE,-1.26922955600718,-0.647891325856712,-0.604998481031615,0.370293457847785,0.318818973532551,-0.0840679480645452,-0.631456167127853,-0.193159614031517,-0.449602170892578,0.159531120203901,-0.101389630789021,-0.606636045514943,-0.711226725598307,-0.321727344947432,-0.600666507542215,-0.494703368571333,0.189876882314734,27.0582242580699,0.522029372496662,0.482565877029545,0.485957446808511,0.567957276368491,0.552421250587682,0.465268676277851,0.387235568304052,"Gênero pela pele. O peso é dele morto, mas encontrado morto na armadilha. Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","MN29063","MNHN","14,06,1","Marmosops incanus","Jaíba","Milene M. Martins, J. A. Oliveira","MBIV 1","Reserva, Mocambinho, Manga","Jaíba","MG","-43.760278","-15.068681","",FALSE,1990,9,26,"","ok","ok","ok","male","p3m4 (gastos)",7,"adulto","108","","365",160,"205",22.5,22,"32.5","",TRUE,-0.66620004538742,-0.254128310077881,-0.966294368327773,-0.571647244156022,0.0363138627501449,0.13346859178696,-0.707704374965174,-0.0252153739579679,-0.611726642885916,0.0480536387624664,-0.214181901302432,-0.63924630922974,0.0797455912181135,-0.211039728632922,-0.583904090172837,-1.2746671423863,-0.059517870173776,30.6265652661215,0.510851808634772,0.487035739313245,0.522222222222222,0.55659276546091,0.528301886792453,0.433295324971494,0.372635561160151,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
