id,museu,sp,pop,coletor,localidade,municipio,uf,lon,lat,alt,xy.original,ano,mes,dia,sexo,dentes,classe,idade,peso.morto,gls,cb,nas,bbc,zb,poc,ic,lbasi,bps,bam,can,pl,max,sm,mad,alpcor,larcon,obs,replicas,gls.1,cb.1,nas.1,bbc.1,zb.1,poc.1,ic.1,lbasi.1,bps.1,bam.1,can.1,pl.1,max.1,sm.1,mad.1,alpcor.1,larcon.1,gls.2,cb.2,nas.2,bbc.2,zb.2,poc.2,ic.2,lbasi.2,bps.2,bam.2,can.2,pl.2,max.2,sm.2,mad.2,alpcor.2,larcon.2,gls.3,cb.3,nas.3,bbc.3,zb.3,poc.3,ic.3,lbasi.3,bps.3,bam.3,can.3,pl.3,max.3,sm.3,mad.3,alpcor.3,larcon.3,gls.4,cb.4,nas.4,bbc.4,zb.4,poc.4,ic.4,lbasi.4,bps.4,bam.4,can.4,pl.4,max.4,sm.4,mad.4,alpcor.4,larcon.4
MN72146,MNHN,Marmosops incanus,,L. M. Pessôa,"Mata das Torres, pt. 8, Cunhambebe",Angra do Reis,RJ,-44.483333,-23,,TRUE,2002,9,27,male,p3m4 (gastos),7,adulto,,43.7,43.04,22.13,14.14,21.34,6.69,8.92,13.92,6.73,12.22,6.91,24.57,16.95,7.52,32.08,12.49,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN83652,MNHN,Marmosops incanus,Ilha Grande,,"Módulo Leste, RAPELD, IG, L13500 (Soldado), ponto 190, Ilha Grande",Angra do Reis,RJ,-44.188679,-23.1633277,447,TRUE,2014,10,22,female,p3m4,6,adulto,,37.52,36.53,17.99,13.44,18.68,6.25,7.5,13.01,6.21,11.54,5.22,20.99,15.19,7.27,26.91,10.7,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN83653,MNHN,Marmosops incanus,Ilha Grande,,"Módulo Leste, RAPELD, IG, L21500 (Abraão), ponto 250, Ilha Grande",Angra do Reis,RJ,-44.180481,-23.14591,273.38,TRUE,2014,9,4,female,p3m4,6,adulto,,37.78,37.16,18.12,13.58,18.49,6.39,7.19,12.66,6.23,11.25,5.38,21.31,15.34,7.3,27.55,10.44,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN24397,MNHN,Marmosops incanus,Ilha Grande,Nelson Antunes,"Praia Vermelha, Ilha Grande",Angra do Reis,RJ,-44.350045,-23.163789,,FALSE,1976,5,26,male,p3m4,6,adulto,,37.11,36.51,18.08,13.49,18.26,6.51,7.51,12.43,6.18,11.25,5.36,21.2,15.57,7.34,26.97,10.42,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN24398,MNHN,Marmosops incanus,Ilha Grande,Nelson Antunes,"Praia Vermelha, Ilha Grande",Angra do Reis,RJ,-44.350045,-23.163789,,FALSE,1976,7,22,male,p3m4,6,adulto,,41,40.45,20.33,14.15,20.73,5.93,7.98,13.59,6.43,11.46,6.12,22.81,16.01,7.42,29.74,11.94,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN24396,MNHN,Marmosops incanus,Ilha Grande,Nelson Antunes,"Praia Vermelha, Ilha Grande",Angra do Reis,RJ,-44.350045,-23.163789,,FALSE,1976,7,25,male,p3m4,6,adulto,,41.07,40.33,20.2,12.99,20.43,5.85,7.64,12.78,6.15,11.6,5.78,22.65,16.22,7.29,29.78,11.31,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN24399,MNHN,Marmosops incanus,Ilha Grande,Nelson Antunes,"Praia Vermelha, Ilha Grande",Angra do Reis,RJ,-44.350045,-23.163789,,FALSE,1976,7,27,female,p3m4,6,adulto,,35.91,34.82,16.85,13.19,17.92,6.09,7.11,12.29,6.23,11.07,4.96,20.14,14.99,7.25,26.05,9.77,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76241,MNHN,Marmosops incanus,,labvert,Fazenda Relógio do Sol,Cachoeira de Macacu,RJ,,,,,1997,7,15,male,p3m4 (gastos),7,adulto,76.1,41.87,40.94,20.16,14.41,21.34,6.64,8.39,13.61,6.98,12.63,6.67,23.35,16.29,7.53,29.91,12.43,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76251,MNHN,Marmosops incanus,,labvert,Fazenda Relógio do Sol,Cachoeira de Macacu,RJ,,,,,1997,7,16,female,p3m4 (gastos),7,adulto,25.5,34.86,33.94,16.32,12.59,16.78,6.64,7.03,11.98,6.02,11.07,5.1,19.69,14.67,7.09,25,9.36,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76438,MNHN,Marmosops incanus,Rosemary,labvert,Fragmento 5,Cachoeira de Macacu,RJ,-42.860578,-22.530958,81,,2001,4,23,male,p3m4,6,adulto,40.12,38.69,37.5,18.73,13.7,19.32,5.99,7.82,13.07,7.04,11.67,5.79,21.87,15.83,7.25,28.27,10.89,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN71790,MNHN,Marmosops incanus,Regua,Helena Bergallo,R. E. Guapiaçú,Cachoeira de Macacu,RJ,-42.733333,-22.4,,,2004,10,9,female,p3m4,6,adulto,,38.03,37.04,19.15,12.94,19.18,6.29,7.76,12.82,6.64,11.89,5.91,21.34,15.5,7.21,27.48,10.67,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN71825,MNHN,Marmosops incanus,Regua,Helena Bergallo,R. E. Guapiaçú,Cachoeira de Macacu,RJ,-42.733333,-22.4,,,2004,10,28,male,p3m4,6,adulto,,38.1,37.29,19.24,13.03,18.83,6.11,7.51,12.33,6.83,11.8,5.81,22.01,15.6,7.45,27.99,11.62,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN71827,MNHN,Marmosops incanus,Regua,Helena Bergallo,R. E. Guapiaçú,Cachoeira de Macacu,RJ,-42.733333,-22.4,,,2004,10,28,male,p3m4 (gastos),7,adulto,,45.06,43.91,23.19,14.36,22.54,6.36,8.74,13.96,,11.93,7.14,25.06,16.87,7.45,32.65,13.76,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76286,MNHN,Marmosops incanus,Rosemary,labvert,Sítio Rosemary,Cachoeira de Macacu,RJ,-42.863414,-22.496003,122,,2007,9,30,female,p3m4,6,adulto,47.24,35.77,35.02,16.69,13.2,18.27,6.09,7.47,12.19,6.19,10.9,5.31,20.34,14.48,7.01,25.85,10.03,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76291,MNHN,Marmosops incanus,Rosemary,labvert,Sítio Rosemary,Cachoeira de Macacu,RJ,-42.863414,-22.496003,122,,2000,9,30,female,p3m4,6,adulto,,36.85,35.9,,12.81,17.78,6.53,7.48,12.3,6.23,11.24,5.19,20.7,15.17,7.14,26.65,11.04,1.33,corpo menor que cauda.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76293,MNHN,Marmosops incanus,Rosemary,labvert,Sítio Rosemary,Cachoeira de Macacu,RJ,-42.860217,-22.492347,122,,2000,9,4,male,p3m4 (gastos),7,adulto,70,43.21,43.19,21.83,13.55,21.68,6.16,8.82,13.8,6.8,11.68,6.65,24.85,16.89,7.08,31.57,12.38,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76390,MNHN,Marmosops incanus,Rosemary,labvert,Sítio Rosemary,Cachoeira de Macacu,RJ,-42.863414,-22.496003,122,,2001,1,22,male,p3m4,6,adulto,33.21,35.65,34.95,16.68,13.06,17.37,6.04,7.17,12.28,5.9,10.45,5.16,20.12,14.89,7.18,25.47,10.05,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76391,MNHN,Marmosops incanus,Rosemary,labvert,Sítio Rosemary,Cachoeira de Macacu,RJ,-42.863414,-22.496003,122,,2001,1,22,male,p3m4 (gastos),7,adulto,81.45,43.17,43.09,21.79,13.81,22.21,6.65,9.23,13.59,7.01,11.87,7.26,24.82,16.34,7.37,32.1,13.76,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN71803,MNHN,Marmosops incanus,,Helena Bergallo,Morro São João,Casimiro de Abreu,RJ,,,,,2004,5,31,female,p3m4,6,adulto,,36.84,35.81,17.49,13.29,19.11,6.06,7.91,12.97,6.66,11.91,5.84,20.53,14.83,7.26,26.81,10.94,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN71796,MNHN,?,Rosemary,Helena Bergallo,Centro de Primatologia,Guapimirim,RJ,-42.917472,-22.486083,,,2004,9,20,female,p3m4,6,adulto,,41.59,41.4,19.27,14.62,23.2,6.74,8.87,14.62,8,13.7,7.18,23.13,16.88,8.62,31.35,13.25,1.14,"segundo A. C. Bezerra (17/08/2015), o crânio não pertence a pele, e não é um crânio de Marmosops.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN70004,MNHN,Marmosops incanus,Fragmentos,labvert,Fazenda Chorona,Guapimirim,RJ,-42.964722,-22.563333,98,,1999,9,22,female,p3m4,6,adulto,56.18,36.75,35.84,16.49,13.39,19.12,6.41,7.76,12.63,6.16,11.77,5.77,20.46,14.13,7.25,26.72,10.7,1.37,Acho que tem alguma confusão com FS4 39 e FS4 78. O 39 tem duas peles no museu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76519,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 13,Guapimirim,RJ,-42.902917,-22.554119,78,,1999,10,25,female,p3m4,6,adulto,52.98,36.14,35.38,16.6,12.99,,6.03,7.68,12.19,6.47,11.79,5.58,20.15,15.17,7.09,26.43,10.54,1.18,,TRUE,36.14,35.38,16.6,12.99,,6.03,7.68,12.19,6.47,11.79,5.58,20.15,15.17,7.09,26.43,10.54,1.18,36.13,35.38,16.25,12.52,,5.93,7.21,12.17,6.44,11.75,5.71,20.17,15.15,7.13,26.42,10.41,1.17,36.14,35.38,16.52,12.75,,5.9,7,12.14,6.3,11.76,5.65,20.14,15.12,7.05,26.23,10.48,1.15,36.11,35.38,16.95,12.64,,5.95,7.27,12.15,6.72,11.79,5.82,20.16,15.14,7.07,26.35,10.35,1.15
MN76520,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 13,Guapimirim,RJ,-42.902917,-22.554119,78,,1999,10,25,female,p3m4,6,adulto,47.1,38.13,37.24,18.03,13.85,19.19,6.2,7.72,12.79,6.89,11.62,5.72,21.63,15.54,7.45,27.72,10.83,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76587,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 13,Guapimirim,RJ,-42.902917,-22.554119,78,,2000,5,7,male,p3m4 (gastos),7,adulto,60.73,38.89,38.49,19.42,13.07,19.16,6.4,7.75,13.13,6.81,11.89,6.01,22.61,16.14,7.23,28.7,11.37,1.17,,TRUE,38.89,38.49,19.42,13.07,19.16,6.4,7.75,13.13,6.81,11.89,6.01,22.61,16.14,7.23,28.7,11.37,1.17,38.89,38.6,18.9,13.27,19.13,6.39,7.63,12.95,7.01,11.85,5.97,22.56,16.05,7.3,28.75,11.44,1.17,38.84,38.53,18.94,13.41,19.11,6.37,7.52,12.98,6.79,11.51,5.84,22.56,16.07,7.22,28.53,11.4,1.15,38.82,38.6,18.91,13.62,19.16,6.4,7.83,12.97,7.02,11.7,5.86,22.53,16.04,7.23,28.79,11.11,1.15
MN76596,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 13,Guapimirim,RJ,-42.902917,-22.554119,78,,2000,5,8,male,p3m4 (gastos),7,adulto,59.3,39.18,38.69,18.72,12.99,19.01,5.94,7.74,12.62,6.55,11.86,6.2,22.16,15.98,7.5,28.34,11.26,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76353,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 17,Guapimirim,RJ,-42.904325,-22.581558,59,,2000,11,28,female,p3m4 (gastos),7,adulto,50,37.17,35.69,17.03,13.38,18.43,6.54,7.37,12.77,6.25,11.35,5.67,20.37,14.76,6.87,26.84,10.48,1.19,sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76378,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 17,Guapimirim,RJ,-42.904325,-22.581558,59,,2000,12,2,male,p3m4 (gastos),7,adulto,82.15,42.6,42.8,21.68,14.03,21.15,6.13,8.62,13.55,6.75,12.07,6.86,24.35,17.22,7.41,31.36,13.17,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76451,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 17,Guapimirim,RJ,-42.904325,-22.581558,59,,2002,5,22,female,p3m4,6,adulto,47.81,35.55,34.42,15.13,13.15,17.35,6.58,7.19,12.5,6.13,11.14,5.1,20.12,14.74,7.54,25.59,9.37,1.2,,TRUE,35.55,34.42,15.13,13.15,17.35,6.58,7.19,12.5,6.13,11.14,5.1,20.12,14.74,7.54,25.59,9.37,1.2,35.57,34.46,15.43,13.25,17.36,6.55,7.41,12.52,6.34,11.22,5.16,20.1,14.71,7.51,25.63,9.53,1.22,35.49,34.44,15.32,13.25,17.31,6.55,6.41,12.47,6.37,11.11,5,20.05,14.79,7.54,25.62,9.48,1.18,35.54,34.43,15.31,13.26,17.3,6.54,7.06,12.49,6.39,11.14,5.09,20.04,14.73,7.5,25.46,9.74,1.07
MN76478,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 2,Guapimirim,RJ,-42.953767,-22.563,99,,1999,9,22,female,p3m4,6,adulto,56.01,38.85,37.31,19.08,13.46,19.38,6.28,8.41,13.19,6.3,12.28,6.3,21.6,15.41,7.09,27.88,10.64,1.21,Data das medidas não informadas. Peso difere entre a planilha do labvert e etiqueta do museu,TRUE,38.85,37.31,19.08,13.46,19.38,6.28,8.41,13.19,6.3,12.28,6.3,21.6,15.41,7.09,27.88,10.64,1.21,38.86,37.73,19.05,13.53,19.41,6.28,9.05,13.24,6.67,12.27,6.4,21.52,15.4,7.15,27.86,10.26,1.29,38.77,37.7,18.98,13.64,19.45,6.29,8.58,13.17,6.45,12.26,6.19,21.64,15.38,7.1,27.44,10.44,1.29,38.82,37.65,18.98,13.68,19.4,6.28,8.82,13.12,6.64,12.25,6.17,21.59,15.36,7.08,27.82,10.59,1.22
MN76479,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 2,Guapimirim,RJ,-42.953767,-22.563,99,,1999,9,22,female,p3m4,6,adulto,52.33,38.45,37.43,18.15,13.89,19.16,6.34,8.33,12.97,6.5,11.65,6.05,21.4,15.5,7.19,27.87,10.73,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76481,MNHN,Marmosops incanus,Fragmentos,labvert,Fragmento 2,Guapimirim,RJ,-42.953767,-22.563,99,,1999,9,19,female,p3m4 (p3 eclodindo),5,adulto,42.28,34.29,33.64,16.13,13.05,17.48,6.17,7.5,12.33,5.4,10.91,5.01,19.24,14.22,6.99,24.72,9.31,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76583,MNHN,Marmosops incanus,Rosemary,labvert,Fragmento 4,Guapimirim,RJ,-42.886283,-22.519819,99,,2000,5,7,female,p3m4 (p3 eclodindo),5,adulto,,33.63,32.32,15.76,13.11,16.9,6.22,7.02,11.89,5.64,11,4.96,18.4,14.27,7.16,23.97,9.1,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76646,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão",Guapimirim,RJ,-42.993333,-22.474444,,,2004,4,5,male,p3m4,6,adulto,38.62,36.19,35.18,17.29,12.71,18.45,6.11,7.17,12.26,6.15,11.15,5.26,20.58,14.97,7.46,26.21,10.34,1.08,Data das medidas não informadas. Rever coordenadas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76833,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,2000,8,4,male,p3m4,6,adulto,,41.3,40.74,20.92,12.91,20.45,6.47,8.19,13.09,6.77,12.29,6.35,22.92,16.98,7.89,30.34,11.58,1.3,data/sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76835,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,2001,4,9,male,p3m4,6,adulto,34,34.06,33.51,,12.82,17.55,6.16,7.32,12.42,5.81,10.86,5.07,18.81,14.47,7.15,24.88,9.53,1.21,data/sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76836,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,,,,,p3m4,6,adulto,,37.42,36.49,17.58,13.83,17.49,6.45,7.47,12.25,6.55,11.34,5.52,21.4,15.43,7.27,27.16,10.18,1.33,"Philander frenatus na planilha do labvert, mas o crânio/pele é M. incanus no museu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76837,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,2001,8,23,female,p3m4,6,adulto,,35.84,35.11,16.41,12.98,17.54,5.87,7.71,12.01,5.91,10.89,4.99,20.41,14.38,6.94,25.76,10.35,1.17,data/sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76838,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,2001,8,23,male,p3m4 (gastos),7,adulto,,40.56,40.77,19.93,12.85,20.78,6.71,8.2,13.12,6.96,11.98,6.15,22.87,16.69,7.44,29.7,11.59,1.37,data/sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76839,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,2001,8,24,female,p3m4,6,adulto,,40.13,39.65,19.18,13.7,20.55,6.17,8.29,13.18,6.89,11.98,6.28,22.42,16.24,7.49,29.4,12.29,1.44,data/sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76841,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,2002,8,7,female,p3m4,6,adulto,40,34.78,33.89,,12.78,17.31,6.14,7.14,12.13,6.02,10.52,4.85,19.78,14.35,6.94,24.71,9.9,1.01,data/sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sem tombo,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,2003,4,2,male,p3m4,6,adulto,,35.25,33.99,16.38,13.65,17.42,6.16,6.68,12.54,6.36,10.66,4.84,19.4,14.4,7.36,25.14,9.51,1.28,não registrado no museu. Medidas de captura anterior – encontrada morta e comida.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sem tombo,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.988889,-22.478611,522,,2005,8,5,female,p3m4,,adulto,,34.63,34.02,,12.97,16.92,5.88,6.1,12.05,6.28,10.53,4.74,19.85,14.85,7.3,25.41,9.55,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sem tombo,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,2007,2,11,female,p3m4,6,adulto,35,43.91,43.07,22.69,14.31,21.72,5.7,8.34,13.88,7,11.97,6.68,24.91,16.67,7.25,32.44,12.93,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sem tombo,labvert,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,2014,8,18,male,p3m4,6,adulto,76,41,40.58,20.48,14.36,21.22,6.03,8.44,13.26,7.59,11.8,6.53,23,16.18,7.33,30.39,12.06,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sem tombo,labvert,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,2015,8,14,female,p3m4,6,adulto,42,35.63,34.4,17.1,13.39,18.2,6.26,7.21,12.31,6.81,10.87,5.38,19.94,14.29,6.95,25.78,9.89,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sem tombo,labvert,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,2016,10,5,male,p3m4,6,adulto,91,41.63,41.18,20.78,14.39,21.58,6.11,8.49,13.75,7.29,12.38,6.92,22.98,15.89,7.25,30.64,11.91,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sem tombo,labvert,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,2016,10,8,female,p3m4,6,adulto,50.9,36.9,36.46,17.87,13.31,18.32,6.13,7.35,12.37,7.12,11.36,5.57,21.06,15.2,7.39,27.16,10.76,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76850,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,1996,12,17,female,p3m4,6,adulto,51.15,37.76,37.1,18.04,13.43,19.28,5.92,7.27,12.49,6.31,11.85,5.76,21.22,15.26,7.15,27.04,10.72,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76862,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,1997,10,3,male,p3m4,6,adulto,,38.99,39.1,17.65,12.92,21.14,6.2,8.2,13.26,6.91,12.09,6.18,21.77,15.58,7.13,28.72,12.34,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76863,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,1997,10,4,male,p3m4,6,adulto,,40.22,40.01,19.26,13.21,19.99,6.04,7.87,12.92,5.89,11.4,5.76,22.18,16.2,7.05,29.28,11.22,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76864,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.994444,-22.475,652,,1997,10,5,female,p3m4,6,adulto,,37.58,36.46,18.56,13.15,18.81,6.5,7.42,12.58,6.52,11.44,5.22,20.96,15.03,6.93,27.12,10.48,1.4,data/sexo atribuído pela planilha do labvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN76865,MNHN,Marmosops incanus,Serra dos Órgãos,labvert,"PARNASO, Garrafão, Rio Soberto",Guapimirim,RJ,-42.995833,-22.4725,748,,1997,12,4,male,p3m4 (gastos),7,adulto,,40.67,40.48,,13.26,20.73,6.46,8.67,12.95,6.87,12.19,6.44,23.17,16.41,7.11,30.05,12.53,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
