population,n,extent,integr,year.min,year.max,temp.interval,lon,lat,gls.mean,gls.var,cb.mean,cb.var,nas.mean,nas.var,bbc.mean,bbc.var,zb.mean,zb.var,ic.mean,ic.var,lbasi.mean,lbasi.var,can.mean,can.var,pl.mean,pl.var,max.mean,max.var,sm.mean,sm.var,mad.mean,mad.var,alpcor.mean,alpcor.var,bioclim,brt,domain,glm,mahal,maxent,rf,distance
Peti,18,8.306256781874353,0.7732782745953888,1986,2002,16,-43.368611,-19.899167,0.24677794780354842,0.17098384077793544,0.08833385649008565,0.22233320361153522,0.4000829224239427,0.5070085243798661,0.3709382104747642,0.061398734915087405,-0.009124258451912705,0.060606381049455614,0.08625022159681645,0.11689188546472139,0.0286468651786728,0.061899099180806764,0.14251597194391266,0.02580315878569331,-0.09376815295428714,0.060406979149264343,0.08995661241387,0.07219963966761055,0.044948405081994436,0.06005419782051051,0.12614645867810217,0.18919972671358473,0.5726636304066568,0.16729328434769436,0.14432989130403792,0.9997996271217975,0.9135660273727059,0.8342901878914405,1,0.6987405596600267,1,278748.98456441035
Regua,3,6.266088748711262,1.5083839472195575,2004,2004,0,-42.733333,-22.4,0.06838237830302518,0.15869982642121594,-0.29219403198604504,0.05854239922516929,0.8021820042420557,0.02902090693165873,-0.32068646200115436,0.03212125600372442,0.10999606395188023,0.014887752288739233,0.0083778637699843,0.02857380068681955,-0.1154346767526409,0.051756844996292295,0.15967626061220966,0.0022312419792767956,0.08771854385240155,0.16568866303443702,-0.45939317572610067,0.1786155028177455,-0.17674592089470662,0.07331614626672059,-0.3418653296366364,0.14504914741337213,0.14394698731488265,0.27202682521200744,0.14432989130403792,1,0.9878974241122279,0.9989561586638831,1,0.9790457202984144,1,32747.938703664924
Reserva Vale,5,11.068959959225518,3.6454075411603157,1993,2011,18,-40.166667,-19.166667,-0.09515827536858316,0.32845620664332104,-0.07323614854947116,0.15721840828427422,0.2806130016561198,0.401391735572432,-0.2151129318737247,0.12200843179751558,0.03447708934559567,0.024982679496881217,0.10767678506367633,0.12786357517069719,-0.14426771031811958,0.1709070531189501,-0.13720111140244817,0.031622068564957494,-0.11642768797364667,0.028569770645044883,0.04251605305197871,0.16385857270463416,0.24692906452025512,0.13745169838225918,-0.11635748912779298,0.13914956360312086,-0.06866733700603701,0.3303743786590172,NA,NA,NA,NA,NA,NA,NA,21898.102611542872
Rio Doce,8,10.161318356259772,2.086471189554322,NA,NA,NA,-42.65,-19.716667,-0.2977611288768243,0.3064742555532848,-0.0915522194386007,0.23993203235677504,0.16234983865471178,0.3741903475662674,0.08315606771281901,0.24523740571215946,0.00462540096064803,0.05386906325532366,-0.2085323998100556,0.06431032617073729,0.11274599156040624,0.03657770102477395,-0.14974351010916442,0.03726839644297061,0.057992270266207124,0.05894247892217244,-0.06136422098814133,0.19362072627900945,-0.07709939766736394,0.09374558310802032,-0.0535309393918561,0.1269736757025175,0.3288099556060677,0.19703649828358852,0.29896906628620373,0.9979963935084106,0.9363024592561372,0.08481210855949896,1,0.3902363564297482,1,233896.67288208377
Rio Preto,11,8.410634488616562,1.486770778101976,2009,2015,6,-39.8225,-18.3552777777778,-0.09481067142223401,0.2838870315843738,0.286040591537423,0.18608489227512887,-0.3852305004913049,0.7183175820814508,-0.13260315782429782,0.01648179935422108,-0.13395278515772624,0.04730079686348596,-0.1630144428660154,0.10406213488418473,-0.2309144758232927,0.021110372267548916,0.047089903086372106,0.02136496701438152,0.3080149692372208,0.17070781670603857,0.19327430210761629,0.134459033224008,0.15967353649791144,0.02541972372931648,0.19253501453324345,0.1868623879309849,0.1141178682634378,0.10429413872116094,0.07216494787951208,0.9681426690127732,0.8082562450305901,0.9442849686847599,0.9447956981889096,0.8185616692276962,1,13791.299107411942
Rosemary,9,7.9955294325218755,1.0186786408289814,NA,NA,NA,-42.860578,-22.530958,-0.3900383361042555,0.24009191101118957,-0.30932253953483263,0.156878454013634,-0.04718262095169887,0.1752671621463084,-0.007917200522897645,0.16816612575725373,0.16053365263104025,0.04627356632797814,0.23396075757798257,0.018548323601298104,0.05659084211748572,0.04105379235676356,0.04425678846696487,0.02777802702784422,-0.19578040431788302,0.22247933686097487,-0.429469102220527,0.15361088509635046,-0.20258356901807334,0.06528234855380739,-0.45223772952865837,0.1380323139607868,-0.033527259949923005,0.18726303606915343,0.2164948380698034,0.9916850452889479,0.9565990168364971,0.9522442588726514,0.9270842529131548,0.873858057689406,1,23332.997856558926
Santa Leopoldina,1,NA,NA,2008,2008,0,-40.6144,-20.13924,0.4116418981939842,0.3467988242613779,0.40238704424835353,0.4278306433825459,-0.00963386907170261,NA,0.39530371667124053,0.057759546510863194,-0.14277519739786748,0.12090556999291023,0.1879757907630615,0.0043838235709392145,0.15899620703227252,2.6023354860413907e-4,-0.07129721112847895,0.01387936747994915,0.26821097134351246,0.3551167699617692,0.1817475331713501,0.1422270077159771,0.365018797834219,0.001989863391578837,0.04769517133582851,0.22254683359694166,0.1122233652788891,0.006956825503843405,0.47422679971465276,1,0.9483536378957134,0.975991649269311,1,0.9291570989386994,1,29615.55314912885
Santa Lúcia,15,10.198499343336646,1.7377871706096153,2003,2012,9,-40.5272222222222,-19.965,-0.043108335789937835,0.33161041509789685,0.040699760987016255,0.29319534787658785,-0.2712047338943984,0.45826477887624245,0.13365970323954016,0.10924258639297871,-0.07047424642801245,0.07583269131508963,-0.014338177721263203,0.054903841810329805,0.03815693725102642,0.057859150648516745,-0.17050491344668056,0.06097864787918542,-0.07389268057008293,0.1846966521890975,0.046164625887057095,0.18728891820830745,-0.021106589809209556,0.03549340874511759,0.018082045330569473,0.19889572745568812,0.05097248232116117,0.18272447363571817,0.4329896828220863,1,0.948997428169507,0.992562630480167,0.984641255597076,0.9805784353895869,1,29765.275407859426
Serra,4,11.620067497279072,6.192902389317252,2013,2013,0,-40.314473,-20.15841,-0.6077272285350498,0.24109345466915758,-0.3128727391929893,0.30554331457038564,-0.5141507256678736,0.3485958953749363,-0.027682330951376302,0.03983362132323251,0.12961742684925254,0.052275561723394065,0.07990246369609624,0.0247869229936118,-0.1809770531903345,0.07632116801422568,0.08093635348231673,0.1086901570682043,-0.28852017807838476,0.13012067928931206,-0.28246316935408156,0.06255058960316756,-0.05540591585639365,0.031816910931756884,-0.4562425253898443,0.20566992459377464,0.12373766885290674,0.5258142455269085,0.3711339985732639,0.9843718938236904,0.9262978599972265,0.651356993736952,1,0.6043521717535836,1,1180.9745020757052
Serra da Onça,2,2.3811352820092098,0.43613886394069806,1983,1983,0,-44.730833,-17.598056,-0.6153195841316015,0.01608165911848272,-0.2349282817592806,0.062206967125002996,-0.5179664927766705,1.9104285635432254e-4,-0.21076572912144448,0.023196532344262468,0.13687393087022154,0.011819192853414227,0.014384108268987297,0.0134165645544064,-0.07785589760353595,7.430628741213893e-4,0.10700352266871435,0.0033310472171073245,-0.12244112730664751,0.2197487367238755,-0.010348104378191,0.00165460513554947,0.09014574862437084,0.03647164112528363,0.246900321737558,0.027403553040472785,0.8174732846822595,0.05074719194073444,0.02061855621879015,0.002203967188517955,0.8022217993366652,0.0018267223382045928,0.8855979689187359,0.08757817422321543,0,115349.78140536313
Serra dos Órgãos,32,12.529970442512786,1.5147873943706813,NA,NA,NA,-42.993333,-22.474444,-0.4007690765936953,0.2829288386839306,-0.3496164766085553,0.22027929409353636,-0.10752468456040017,0.4312651452132704,-0.01393132051365443,0.287923531414448,0.18629429392104227,0.058455440746180164,0.09294667257725038,0.07662121697489813,-0.04820944326942877,0.12212234378223663,0.010370421848040164,0.04714191074845301,-0.24495225323574932,0.1991187506361578,-0.5018737557573332,0.12394170452418854,-0.1758294979724115,0.060855197313501794,-0.478194542066336,0.19059809644833428,-0.22533416177843602,0.11434584672803212,0.1237113380552386,0.9998998135608987,0.794308061329104,0.9955636743215032,0.9186442947280677,0.8376483467284218,1,22705.0883592085
Sete Lagoas,2,8.113287838731253,5.063495350315726,NA,NA,NA,-44.246667,-19.465833,0.07844651579088352,0.49254370162214156,-0.267989915480765,0.3480557608705536,0.162113292883477,0.006404594392900149,0.359653411815379,0.007458641730023827,0.16195141835758886,0.10831780820642335,-0.2211354692582185,0.07179377998779685,0.13554174744868044,0.020853354465011357,0.026983208083954997,0.03760055949069478,-0.2781185425007706,0.09650685743891405,-0.08174645059090035,0.03685537698948186,0.0898473660798549,0.0011450738083081682,-0.007178226255238007,0.4900428381318599,0.7397970320993754,0.0018887142308435104,0.02061855621879015,0.20016029467206467,0.6983103400666,0.03627348643006263,0.8631607616743779,0.12510375476149596,0.1911999969482422,293760.94607846433
Sooretama,6,8.912162430948054,1.9544872336997017,2011,2011,0,-40.14527,-19.05555,0.2918822075216825,0.3284982507207755,0.42455089982862976,0.1800110918515865,0.579283797274289,1.029256320944874,0.21262204905330134,0.06251929652936568,-0.18784353694938866,0.05224554074630087,-0.026465582938393736,0.11105230588273403,-0.11453434862996315,0.029362489287459114,-0.07917831748322078,0.014622606067792537,0.44940645812281527,0.09225241427246049,0.47803138073481194,0.14559513003975336,0.2857365638318778,0.018615198090626887,0.1881435620221512,0.1132920014873776,0.08829541795346356,0.08850921402729682,0.1649484497503212,0.9995992542435951,0.939980503865618,0.8053235908141962,0.9451158796827559,0.7428866410667008,1,23396.671368623345
Una,3,4.837847200575468,0.94349624248207975,1997,1999,2,-39.1054,-15.1786,0.2536322236251151,0.2000644912669645,0.09368123964132782,0.11520526812085669,0.041478208844389894,0.015237268791733238,0.1706576207530493,0.0627799719220035,-0.0391521263756791,0.0256808203533939,0.15318009338538308,0.062204422379910175,0.044990355221989006,0.04418933390642224,0.03634858228875989,0.040396885428170486,0.08643407351460405,0.10622341039080554,0.11881800022413008,0.11526537251752934,0.2792522288333352,0.08791692631999713,0.13013010143208067,0.06964866091463669,-0.35586351446304937,0.12384218895777126,0.010309278109395074,0.9895812523582572,0.4776759950779754,0.9645093945720251,0.9742521998214175,0.9302260829150093,1,11716.58542321467
Viana,10,11.575328883476372,1.9613633955150915,1982,2007,25,-40.4944444444444,-20.3494444444444,-0.19769098629413825,0.45107593391675255,-0.3003208837056469,0.1893029104195726,-0.5020633122007752,0.97344002692106,0.2891834397875721,0.1321872944534874,0.10259584592537517,0.05762147225156909,-0.15089061129305503,0.09418174138528311,0.12536129995202858,0.07808724479268625,0.1659688461862394,0.02691868793151151,-0.19400995996209786,0.16280893529708618,-0.09596136299007685,0.17326399715863353,-0.15451945334763012,0.076102312213534,-0.19143736793364427,0.1555130801363706,0.15018011563971673,0.13690921041425752,0.19931271085746916,0.997862811589609,0.9171968884504605,0.5115692414752957,0.9434757503950887,0.6683765542695831,1,10916.632481466986
Virgem da Lapa,2,5.330915713023002,2.1860509491811957,1987,1987,0,-42.216667,-16.833333,-0.49650034011781374,0.5598566894665828,-0.17896289572158589,0.039589249660102736,-1.0887340134543695,0.7479963707833795,0.2461927827201035,0.02619212010702742,0.1343473848537895,0.011430318724854574,-0.2626920578303605,0.014924257571080325,-0.019626648189720354,0.027805353796078666,-0.14290799535068455,0.009506074570957146,-0.23324069541446954,0.12489410494712179,-0.012806838358299003,0.07284561531489915,0.13392267903556548,0.014659018219844534,0.0032448137136444483,0.011218883055021797,0.387866134632028,0.018188292303945554,0.06185567088386357,0.9749549188551335,0.829600863655439,0.020615866388308975,1,0.22509904767830224,1,255478.16751296105
